#Parameters = {realphi=0; phi=360; theta=3; blendraduis=2.8456603219661; L=6; Pin=1; a=20; b=10; blendFmax=0.02; blendradius=2.85; d=5; s=4; ta=16.03; tb=10.61; totaltime=10; trh=1.69; wr=11.49; wt=0.91}
#"Frequency / GHz"	"S1,1 (1) [Magnitude]"
#----------------------------------------
6.1512000000000	-25.340261836135
6.1520000000000	-25.329267911943
6.1528000000000	-25.318266443597
6.1536000000000	-25.307257632417
6.1544000000000	-25.296241683105
6.1552000000000	-25.285218803785
6.1560000000000	-25.274189206041
6.1568000000000	-25.263153104962
6.1576000000000	-25.252110719179
6.1584000000000	-25.241062270909
6.1592000000000	-25.230007985993
6.1600000000000	-25.218948093943
6.1608000000000	-25.207882827977
6.1616000000000	-25.196812425069
6.1624000000000	-25.185737125985
6.1632000000000	-25.174657175329
6.1640000000000	-25.163572821587
6.1648000000000	-25.152484317168
6.1656000000000	-25.141391918450
6.1664000000000	-25.130295885819
6.1672000000000	-25.119196483721
6.1680000000000	-25.108093980701
6.1688000000000	-25.096988649446
6.1696000000000	-25.085880766835
6.1704000000000	-25.074770613982
6.1712000000000	-25.063658476279
6.1720000000000	-25.052544643445
6.1728000000000	-25.041429409568
6.1736000000000	-25.030313073155
6.1744000000000	-25.019195937174
6.1752000000000	-25.008078309104
6.1760000000000	-24.996960500979
6.1768000000000	-24.985842829433
6.1776000000000	-24.974725615753
6.1784000000000	-24.963609185918
6.1792000000000	-24.952493870651
6.1800000000000	-24.941380005464
6.1808000000000	-24.930267930708
6.1816000000000	-24.919157991617
6.1824000000000	-24.908050538355
6.1832000000000	-24.896945926068
6.1840000000000	-24.885844514927
6.1848000000000	-24.874746670177
6.1856000000000	-24.863652762185
6.1864000000000	-24.852563166489
6.1872000000000	-24.841478263841
6.1880000000000	-24.830398440260
6.1888000000000	-24.819324087076
6.1896000000000	-24.808255600979
6.1904000000000	-24.797193384067
6.1912000000000	-24.786137843891
6.1920000000000	-24.775089393505
6.1928000000000	-24.764048451512
6.1936000000000	-24.753015442112
6.1944000000000	-24.741990795145
6.1952000000000	-24.730974946145
6.1960000000000	-24.719968336379
6.1968000000000	-24.708971412900
6.1976000000000	-24.697984628587
6.1984000000000	-24.687008442196
6.1992000000000	-24.676043318402
6.2000000000000	-24.665089727845
6.2008000000000	-24.654148147179
6.2016000000000	-24.643219059111
6.2024000000000	-24.632302952446
6.2032000000000	-24.621400322137
6.2040000000000	-24.610511669320
6.2048000000000	-24.599637501363
6.2056000000000	-24.588778331906
6.2064000000000	-24.577934680903
6.2072000000000	-24.567107074667
6.2080000000000	-24.556296045903
6.2088000000000	-24.545502133758
6.2096000000000	-24.534725883854
6.2104000000000	-24.523967848330
6.2112000000000	-24.513228585878
6.2120000000000	-24.502508661785
6.2128000000000	-24.491808647966
6.2136000000000	-24.481129123000
6.2144000000000	-24.470470672168
6.2152000000000	-24.459833887488
6.2160000000000	-24.449219367744
6.2168000000000	-24.438627718522
6.2176000000000	-24.428059552243
6.2184000000000	-24.417515488189
6.2192000000000	-24.406996152538
6.2200000000000	-24.396502178390
6.2208000000000	-24.386034205792
6.2216000000000	-24.375592881770
6.2224000000000	-24.365178860349
6.2232000000000	-24.354792802579
6.2240000000000	-24.344435376559
6.2248000000000	-24.334107257453
6.2256000000000	-24.323809127518
6.2264000000000	-24.313541676113
6.2272000000000	-24.303305599725
6.2280000000000	-24.293101601978
6.2288000000000	-24.282930393649
6.2296000000000	-24.272792692681
6.2304000000000	-24.262689224194
6.2312000000000	-24.252620720491
6.2320000000000	-24.242587921068
6.2328000000000	-24.232591572618
6.2336000000000	-24.222632429037
6.2344000000000	-24.212711251420
6.2352000000000	-24.202828808069
6.2360000000000	-24.192985874481
6.2368000000000	-24.183183233352
6.2376000000000	-24.173421674566
6.2384000000000	-24.163701995187
6.2392000000000	-24.154024999449
6.2400000000000	-24.144391498741
6.2408000000000	-24.134802311596
6.2416000000000	-24.125258263665
6.2424000000000	-24.115760187707
6.2432000000000	-24.106308923558
6.2440000000000	-24.096905318108
6.2448000000000	-24.087550225276
6.2456000000000	-24.078244505976
6.2464000000000	-24.068989028085
6.2472000000000	-24.059784666407
6.2480000000000	-24.050632302634
6.2488000000000	-24.041532825303
6.2496000000000	-24.032487129756
6.2504000000000	-24.023496118087
6.2512000000000	-24.014560699092
6.2520000000000	-24.005681788221
6.2528000000000	-23.996860307513
6.2536000000000	-23.988097185543
6.2544000000000	-23.979393357352
6.2552000000000	-23.970749764388
6.2560000000000	-23.962167354429
6.2568000000000	-23.953647081514
6.2576000000000	-23.945189905864
6.2584000000000	-23.936796793805
6.2592000000000	-23.928468717680
6.2600000000000	-23.920206655762
6.2608000000000	-23.912011592166
6.2616000000000	-23.903884516754
6.2624000000000	-23.895826425030
6.2632000000000	-23.887838318048
6.2640000000000	-23.879921202298
6.2648000000000	-23.872076089597
6.2656000000000	-23.864303996979
6.2664000000000	-23.856605946575
6.2672000000000	-23.848982965490
6.2680000000000	-23.841436085677
6.2688000000000	-23.833966343811
6.2696000000000	-23.826574781150
6.2704000000000	-23.819262443401
6.2712000000000	-23.812030380575
6.2720000000000	-23.804879646843
6.2728000000000	-23.797811300383
6.2736000000000	-23.790826403227
6.2744000000000	-23.783926021103
6.2752000000000	-23.777111223269
6.2760000000000	-23.770383082347
6.2768000000000	-23.763742674153
6.2776000000000	-23.757191077516
6.2784000000000	-23.750729374106
6.2792000000000	-23.744358648240
6.2800000000000	-23.738079986701
6.2808000000000	-23.731894478540
6.2816000000000	-23.725803214881
6.2824000000000	-23.719807288719
6.2832000000000	-23.713907794714
6.2840000000000	-23.708105828980
6.2848000000000	-23.702402488873
6.2856000000000	-23.696798872770
6.2864000000000	-23.691296079847
6.2872000000000	-23.685895209854
6.2880000000000	-23.680597362883
6.2888000000000	-23.675403639131
6.2896000000000	-23.670315138664
6.2904000000000	-23.665332961174
6.2912000000000	-23.660458205729
6.2920000000000	-23.655691970526
6.2928000000000	-23.651035352633
6.2936000000000	-23.646489447736
6.2944000000000	-23.642055349870
6.2952000000000	-23.637734151158
6.2960000000000	-23.633526941543
6.2968000000000	-23.629434808510
6.2976000000000	-23.625458836817
6.2984000000000	-23.621600108208
6.2992000000000	-23.617859701137
6.3000000000000	-23.614238690480
6.3008000000000	-23.610738147247
6.3016000000000	-23.607359138288
6.3024000000000	-23.604102726002
6.3032000000000	-23.600969968038
6.3040000000000	-23.597961916999
6.3048000000000	-23.595079620133
6.3056000000000	-23.592324119037
6.3064000000000	-23.589696449344
6.3072000000000	-23.587197640420
6.3080000000000	-23.584828715047
6.3088000000000	-23.582590689118
6.3096000000000	-23.580484571319
6.3104000000000	-23.578511362814
6.3112000000000	-23.576672056930
6.3120000000000	-23.574967638838
6.3128000000000	-23.573399085234
6.3136000000000	-23.571967364021
6.3144000000000	-23.570673433989
6.3152000000000	-23.569518244492
6.3160000000000	-23.568502735129
6.3168000000000	-23.567627835421
6.3176000000000	-23.566894464494
6.3184000000000	-23.566303530753
6.3192000000000	-23.565855931565
6.3200000000000	-23.565552552937
6.3208000000000	-23.565394269202
6.3216000000000	-23.565381942693
6.3224000000000	-23.565516423432
6.3232000000000	-23.565798548816
6.3240000000000	-23.566229143296
6.3248000000000	-23.566809018073
6.3256000000000	-23.567538970782
6.3264000000000	-23.568419785188
6.3272000000000	-23.569452230880
6.3280000000000	-23.570637062966
6.3288000000000	-23.571975021777
6.3296000000000	-23.573466832566
6.3304000000000	-23.575113205217
6.3312000000000	-23.576914833953
6.3320000000000	-23.578872397053
6.3328000000000	-23.580986556564
6.3336000000000	-23.583257958027
6.3344000000000	-23.585687230200
6.3352000000000	-23.588274984790
6.3360000000000	-23.591021816185
6.3368000000000	-23.593928301197
6.3376000000000	-23.596994998804
6.3384000000000	-23.600222449901
6.3392000000000	-23.603611177055
6.3400000000000	-23.607161684267
6.3408000000000	-23.610874456738
6.3416000000000	-23.614749960642
6.3424000000000	-23.618788642905
6.3432000000000	-23.622990930990
6.3440000000000	-23.627357232689
6.3448000000000	-23.631887935922
6.3456000000000	-23.636583408543
6.3464000000000	-23.641443998150
6.3472000000000	-23.646470031909
6.3480000000000	-23.651661816374
6.3488000000000	-23.657019637329
6.3496000000000	-23.662543759625
6.3504000000000	-23.668234427031
6.3512000000000	-23.674091862091
6.3520000000000	-23.680116265991
6.3528000000000	-23.686307818431
6.3536000000000	-23.692666677507
6.3544000000000	-23.699192979601
6.3552000000000	-23.705886839280
6.3560000000000	-23.712748349202
6.3568000000000	-23.719777580032
6.3576000000000	-23.726974580364
6.3584000000000	-23.734339376656
6.3592000000000	-23.741871973170
6.3600000000000	-23.749572351925
6.3608000000000	-23.757440472650
6.3616000000000	-23.765476272757
6.3624000000000	-23.773679667316
6.3632000000000	-23.782050549040
6.3640000000000	-23.790588788280
6.3648000000000	-23.799294233029
6.3656000000000	-23.808166708932
6.3664000000000	-23.817206019312
6.3672000000000	-23.826411945194
6.3680000000000	-23.835784245350
6.3688000000000	-23.845322656341
6.3696000000000	-23.855026892578
6.3704000000000	-23.864896646388
6.3712000000000	-23.874931588081
6.3720000000000	-23.885131366043
6.3728000000000	-23.895495606819
6.3736000000000	-23.906023915216
6.3744000000000	-23.916715874412
6.3752000000000	-23.927571046069
6.3760000000000	-23.938588970463
6.3768000000000	-23.949769166610
6.3776000000000	-23.961111132414
6.3784000000000	-23.972614344809
6.3792000000000	-23.984278259920
6.3800000000000	-23.996102313226
6.3808000000000	-24.008085919730
6.3816000000000	-24.020228474138
6.3824000000000	-24.032529351047
6.3832000000000	-24.044987905138
6.3840000000000	-24.057603471372
6.3848000000000	-24.070375365203
6.3856000000000	-24.083302882786
6.3864000000000	-24.096385301201
6.3872000000000	-24.109621878676
6.3880000000000	-24.123011854819
6.3888000000000	-24.136554450859
6.3896000000000	-24.150248869886
6.3904000000000	-24.164094297104
6.3912000000000	-24.178089900082
6.3920000000000	-24.192234829015
6.3928000000000	-24.206528216989
6.3936000000000	-24.220969180249
6.3944000000000	-24.235556818477
6.3952000000000	-24.250290215063
6.3960000000000	-24.265168437393
6.3968000000000	-24.280190537135
6.3976000000000	-24.295355550524
6.3984000000000	-24.310662498663
6.3992000000000	-24.326110387814
6.4000000000000	-24.341698209699
6.4008000000000	-24.357424941806
6.4016000000000	-24.373289547691
6.4024000000000	-24.389290977288
6.4032000000000	-24.405428167218
6.4040000000000	-24.421700041103
6.4048000000000	-24.438105509879
6.4056000000000	-24.454643472115
6.4064000000000	-24.471312814324
6.4072000000000	-24.488112411289
6.4080000000000	-24.505041126381
6.4088000000000	-24.522097811876
6.4096000000000	-24.539281309281
6.4104000000000	-24.556590449654
6.4112000000000	-24.574024053927
6.4120000000000	-24.591580933228
6.4128000000000	-24.609259889205
6.4136000000000	-24.627059714347
6.4144000000000	-24.644979192305
6.4152000000000	-24.663017098214
6.4160000000000	-24.681172199018
6.4168000000000	-24.699443253780
6.4176000000000	-24.717829014013
6.4184000000000	-24.736328223986
6.4192000000000	-24.754939621048
6.4200000000000	-24.773661935938
6.4208000000000	-24.792493893101
6.4216000000000	-24.811434210998
6.4224000000000	-24.830481602415
6.4232000000000	-24.849634774769
6.4240000000000	-24.868892430415
6.4248000000000	-24.888253266947
6.4256000000000	-24.907715977501
6.4264000000000	-24.927279251047
6.4272000000000	-24.946941772690
6.4280000000000	-24.966702223957
6.4288000000000	-24.986559283090
6.4296000000000	-25.006511625330
6.4304000000000	-25.026557923200
6.4312000000000	-25.046696846786
6.4320000000000	-25.066927064014
6.4328000000000	-25.087247240921
6.4336000000000	-25.107656041926
6.4344000000000	-25.128152130098
6.4352000000000	-25.148734167414
6.4360000000000	-25.169400815026
6.4368000000000	-25.190150733506
6.4376000000000	-25.210982583108
6.4384000000000	-25.231895024008
6.4392000000000	-25.252886716552
6.4400000000000	-25.273956321493
6.4408000000000	-25.295102500232
6.4416000000000	-25.316323915044
6.4424000000000	-25.337619229311
6.4432000000000	-25.358987107741
6.4440000000000	-25.380426216594
6.4448000000000	-25.401935223892
6.4456000000000	-25.423512799635
6.4464000000000	-25.445157616004
6.4472000000000	-25.466868347569
6.4480000000000	-25.488643671485
6.4488000000000	-25.510482267689
6.4496000000000	-25.532382819088
6.4504000000000	-25.554344011749
6.4512000000000	-25.576364535079
6.4520000000000	-25.598443082005
6.4528000000000	-25.620578349146
6.4536000000000	-25.642769036986
6.4544000000000	-25.665013850036
6.4552000000000	-25.687311496998
6.4560000000000	-25.709660690925
6.4568000000000	-25.732060149369
6.4576000000000	-25.754508594534
6.4584000000000	-25.777004753421
6.4592000000000	-25.799547357971
6.4600000000000	-25.822135145196
6.4608000000000	-25.844766857323
6.4616000000000	-25.867441241913
6.4624000000000	-25.890157051993
6.4632000000000	-25.912913046178
6.4640000000000	-25.935707988784
6.4648000000000	-25.958540649948
6.4656000000000	-25.981409805736
6.4664000000000	-26.004314238250
6.4672000000000	-26.027252735729
6.4680000000000	-26.050224092654
6.4688000000000	-26.073227109840
6.4696000000000	-26.096260594528
6.4704000000000	-26.119323360477
6.4712000000000	-26.142414228049
6.4720000000000	-26.165532024290
6.4728000000000	-26.188675583009
6.4736000000000	-26.211843744856
6.4744000000000	-26.235035357392
6.4752000000000	-26.258249275160
6.4760000000000	-26.281484359750
6.4768000000000	-26.304739479865
6.4776000000000	-26.328013511377
6.4784000000000	-26.351305337388
6.4792000000000	-26.374613848283
6.4800000000000	-26.397937941781
6.4808000000000	-26.421276522984
6.4816000000000	-26.444628504426
6.4824000000000	-26.467992806111
6.4832000000000	-26.491368355557
6.4840000000000	-26.514754087835
6.4848000000000	-26.538148945602
6.4856000000000	-26.561551879138
6.4864000000000	-26.584961846371
6.4872000000000	-26.608377812911
6.4880000000000	-26.631798752075
6.4888000000000	-26.655223644907
6.4896000000000	-26.678651480205
6.4904000000000	-26.702081254536
6.4912000000000	-26.725511972259
6.4920000000000	-26.748942645533
6.4928000000000	-26.772372294337
6.4936000000000	-26.795799946479
6.4944000000000	-26.819224637603
6.4952000000000	-26.842645411203
6.4960000000000	-26.866061318623
6.4968000000000	-26.889471419064
6.4976000000000	-26.912874779585
6.4984000000000	-26.936270475107
6.4992000000000	-26.959657588409
6.5000000000000	-26.983035210128
6.5008000000000	-27.006402438752
6.5016000000000	-27.029758380619
6.5024000000000	-27.053102149909
6.5032000000000	-27.076432868634
6.5040000000000	-27.099749666630
6.5048000000000	-27.123051681548
6.5056000000000	-27.146338058839
6.5064000000000	-27.169607951743
6.5072000000000	-27.192860521275
6.5080000000000	-27.216094936209
6.5088000000000	-27.239310373061
6.5096000000000	-27.262506016071
6.5104000000000	-27.285681057188
6.5112000000000	-27.308834696047
6.5120000000000	-27.331966139949
6.5128000000000	-27.355074603843
6.5136000000000	-27.378159310298
6.5144000000000	-27.401219489485
6.5152000000000	-27.424254379154
6.5160000000000	-27.447263224602
6.5168000000000	-27.470245278657
6.5176000000000	-27.493199801646
6.5184000000000	-27.516126061371
6.5192000000000	-27.539023333081
6.5200000000000	-27.561890899443
6.5208000000000	-27.584728050515
6.5216000000000	-27.607534083718
6.5224000000000	-27.630308303802
6.5232000000000	-27.653050022824
6.5240000000000	-27.675758560106
6.5248000000000	-27.698433242216
6.5256000000000	-27.721073402928
6.5264000000000	-27.743678383195
6.5272000000000	-27.766247531114
6.5280000000000	-27.788780201894
6.5288000000000	-27.811275757826
6.5296000000000	-27.833733568246
6.5304000000000	-27.856153009502
6.5312000000000	-27.878533464924
6.5320000000000	-27.900874324785
6.5328000000000	-27.923174986270
6.5336000000000	-27.945434853440
6.5344000000000	-27.967653337200
6.5352000000000	-27.989829855259
6.5360000000000	-28.011963832100
6.5368000000000	-28.034054698944
6.5376000000000	-28.056101893711
6.5384000000000	-28.078104860990
6.5392000000000	-28.100063051998
6.5400000000000	-28.121975924550
6.5408000000000	-28.143842943019
6.5416000000000	-28.165663578302
6.5424000000000	-28.187437307783
6.5432000000000	-28.209163615301
6.5440000000000	-28.230841991109
6.5448000000000	-28.252471931841
6.5456000000000	-28.274052940475
6.5464000000000	-28.295584526299
6.5472000000000	-28.317066204873
6.5480000000000	-28.338497497993
6.5488000000000	-28.359877933659
6.5496000000000	-28.381207046033
6.5504000000000	-28.402484375409
6.5512000000000	-28.423709468174
6.5520000000000	-28.444881876773
6.5528000000000	-28.466001159675
6.5536000000000	-28.487066881335
6.5544000000000	-28.508078612161
6.5552000000000	-28.529035928477
6.5560000000000	-28.549938412489
6.5568000000000	-28.570785652249
6.5576000000000	-28.591577241620
6.5584000000000	-28.612312780241
6.5592000000000	-28.632991873495
6.5600000000000	-28.653614132469
6.5608000000000	-28.674179173925
6.5616000000000	-28.694686620261
6.5624000000000	-28.715136099479
6.5632000000000	-28.735527245152
6.5640000000000	-28.755859696387
6.5648000000000	-28.776133097793
6.5656000000000	-28.796347099448
6.5664000000000	-28.816501356862
6.5672000000000	-28.836595530947
6.5680000000000	-28.856629287983
6.5688000000000	-28.876602299584
6.5696000000000	-28.896514242663
6.5704000000000	-28.916364799405
6.5712000000000	-28.936153657227
6.5720000000000	-28.955880508751
6.5728000000000	-28.975545051770
6.5736000000000	-28.995146989212
6.5744000000000	-29.014686029115
6.5752000000000	-29.034161884587
6.5760000000000	-29.053574273783
6.5768000000000	-29.072922919863
6.5776000000000	-29.092207550970
6.5784000000000	-29.111427900193
6.5792000000000	-29.130583705538
6.5800000000000	-29.149674709893
6.5808000000000	-29.168700661005
6.5816000000000	-29.187661311440
6.5824000000000	-29.206556418561
6.5832000000000	-29.225385744488
6.5840000000000	-29.244149056077
6.5848000000000	-29.262846124884
6.5856000000000	-29.281476727135
6.5864000000000	-29.300040643700
6.5872000000000	-29.318537660060
6.5880000000000	-29.336967566275
6.5888000000000	-29.355330156962
6.5896000000000	-29.373625231257
6.5904000000000	-29.391852592792
6.5912000000000	-29.410012049662
6.5920000000000	-29.428103414399
6.5928000000000	-29.446126503939
6.5936000000000	-29.464081139599
6.5944000000000	-29.481967147043
6.5952000000000	-29.499784356255
6.5960000000000	-29.517532601512
6.5968000000000	-29.535211721356
6.5976000000000	-29.552821558561
6.5984000000000	-29.570361960113
6.5992000000000	-29.587832777173
6.6000000000000	-29.605233865058
6.6008000000000	-29.622565083204
6.6016000000000	-29.639826295148
6.6024000000000	-29.657017368492
6.6032000000000	-29.674138174881
6.6040000000000	-29.691188589973
6.6048000000000	-29.708168493412
6.6056000000000	-29.725077768804
6.6064000000000	-29.741916303684
6.6072000000000	-29.758683989494
6.6080000000000	-29.775380721553
6.6088000000000	-29.792006399034
6.6096000000000	-29.808560924932
6.6104000000000	-29.825044206041
6.6112000000000	-29.841456152928
6.6120000000000	-29.857796679904
6.6128000000000	-29.874065704997
6.6136000000000	-29.890263149929
6.6144000000000	-29.906388940089
6.6152000000000	-29.922443004503
6.6160000000000	-29.938425275813
6.6168000000000	-29.954335690247
6.6176000000000	-29.970174187596
6.6184000000000	-29.985940711184
6.6192000000000	-30.001635207848
6.6200000000000	-30.017257627906
6.6208000000000	-30.032807925137
6.6216000000000	-30.048286056749
6.6224000000000	-30.063691983360
6.6232000000000	-30.079025668967
6.6240000000000	-30.094287080924
6.6248000000000	-30.109476189913
6.6256000000000	-30.124592969924
6.6264000000000	-30.139637398223
6.6272000000000	-30.154609455332
6.6280000000000	-30.169509125001
6.6288000000000	-30.184336394184
6.6296000000000	-30.199091253011
6.6304000000000	-30.213773694768
6.6312000000000	-30.228383715867
6.6320000000000	-30.242921315824
6.6328000000000	-30.257386497232
6.6336000000000	-30.271779265736
6.6344000000000	-30.286099630012
6.6352000000000	-30.300347601734
6.6360000000000	-30.314523195559
6.6368000000000	-30.328626429094
6.6376000000000	-30.342657322875
6.6384000000000	-30.356615900344
6.6392000000000	-30.370502187818
6.6400000000000	-30.384316214471
6.6408000000000	-30.398058012305
6.6416000000000	-30.411727616129
6.6424000000000	-30.425325063529
6.6432000000000	-30.438850394851
6.6440000000000	-30.452303653168
6.6448000000000	-30.465684884262
6.6456000000000	-30.478994136597
6.6464000000000	-30.492231461295
6.6472000000000	-30.505396912112
6.6480000000000	-30.518490545410
6.6488000000000	-30.531512420141
6.6496000000000	-30.544462597812
6.6504000000000	-30.557341142470
6.6512000000000	-30.570148120674
6.6520000000000	-30.582883601467
6.6528000000000	-30.595547656360
6.6536000000000	-30.608140359301
6.6544000000000	-30.620661786655
6.6552000000000	-30.633112017178
6.6560000000000	-30.645491131991
6.6568000000000	-30.657799214562
6.6576000000000	-30.670036350677
6.6584000000000	-30.682202628417
6.6592000000000	-30.694298138135
6.6600000000000	-30.706322972431
6.6608000000000	-30.718277226132
6.6616000000000	-30.730160996262
6.6624000000000	-30.741974382023
6.6632000000000	-30.753717484770
6.6640000000000	-30.765390407987
6.6648000000000	-30.776993257264
6.6656000000000	-30.788526140272
6.6664000000000	-30.799989166743
6.6672000000000	-30.811382448443
6.6680000000000	-30.822706099148
6.6688000000000	-30.833960234625
6.6696000000000	-30.845144972604
6.6704000000000	-30.856260432760
6.6712000000000	-30.867306736684
6.6720000000000	-30.878284007861
6.6728000000000	-30.889192371653
6.6736000000000	-30.900031955268
6.6744000000000	-30.910802887740
