#Parameters = {L=6; LDR=12; LR=12; Ltransport1=10.607733770972; Ltransport2=10.607733770972; a=20; ar=28.499; atransport1=22.782495950948; atransport2=26.47017292485; b=10; blendraduis=2.821301886583; br=12.624; btransport1=10.727352682803; btransport2=11.403084710629; d=5; dtransport1=6.5566911660216; dtransport2=9.4039177915434; psi=0.6; s=4; stransport1=4; stransport2=4; ta=16.248247942233; tb=10.676497873447; trh=1.7173139577041; wr=11.465380432449; wt=0.90803999452356}
#"Frequency / GHz"	"S1,1 [Magnitude]"
#------------------------------------
5.8260000000000	-3.7187838588445
5.8280000000000	-3.7929015223478
5.8300000000000	-3.8682438300815
5.8320000000000	-3.9448218350692
5.8340000000000	-4.0226464651743
5.8360000000000	-4.1017285234481
5.8380000000000	-4.1820786890940
5.8400000000000	-4.2637075190681
5.8420000000000	-4.3466254503399
5.8440000000000	-4.4308428028300
5.8460000000000	-4.5163697830486
5.8480000000000	-4.6032164884486
5.8500000000000	-4.6913929125146
5.8520000000000	-4.7809089506025
5.8540000000000	-4.8717744065463
5.8560000000000	-4.9639990000469
5.8580000000000	-5.0575923748566
5.8600000000000	-5.1525641077733
5.8620000000000	-5.2489237184569
5.8640000000000	-5.3466806800798
5.8660000000000	-5.4458444308234
5.8680000000000	-5.5464243862307
5.8700000000000	-5.6484299524282
5.8720000000000	-5.7518705402248
5.8740000000000	-5.8567555801008
5.8760000000000	-5.9630945380966
5.8780000000000	-6.0708969326135
5.8800000000000	-6.1801723521366
5.8820000000000	-6.2909304738939
5.8840000000000	-6.4031810834648
5.8860000000000	-6.5169340953518
5.8880000000000	-6.6321995745324
5.8900000000000	-6.7489877590095
5.8920000000000	-6.8673090833779
5.8940000000000	-6.9871742034326
5.8960000000000	-7.1085940218406
5.8980000000000	-7.2315797149055
5.9000000000000	-7.3561427604562
5.9020000000000	-7.4822949668934
5.9040000000000	-7.6100485034345
5.9060000000000	-7.7394159315987
5.9080000000000	-7.8704102379822
5.9100000000000	-8.0030448683771
5.9120000000000	-8.1373337632939
5.9140000000000	-8.2732913949545
5.9160000000000	-8.4109328058296
5.9180000000000	-8.5502736488026
5.9200000000000	-8.6913302290502
5.9220000000000	-8.8341195477390
5.9240000000000	-8.9786593476489
5.9260000000000	-9.1249681608443
5.9280000000000	-9.2730653585257
5.9300000000000	-9.4229712032096
5.9320000000000	-9.5747069033953
5.9340000000000	-9.7282946708994
5.9360000000000	-9.8837577810472
5.9380000000000	-10.041120635939
5.9400000000000	-10.200408831019
5.9420000000000	-10.361649225216
5.9440000000000	-10.524870014913
5.9460000000000	-10.690100812091
5.9480000000000	-10.857372726949
5.9500000000000	-11.026718455399
5.9520000000000	-11.198172371840
5.9540000000000	-11.371770627656
5.9560000000000	-11.547551255940
5.9580000000000	-11.725554282998
5.9600000000000	-11.905821847220
5.9620000000000	-12.088398326004
5.9640000000000	-12.273330471461
5.9660000000000	-12.460667555708
5.9680000000000	-12.650461526676
5.9700000000000	-12.842767175412
5.9720000000000	-13.037642316001
5.9740000000000	-13.235147979348
5.9760000000000	-13.435348622197
5.9780000000000	-13.638312352929
5.9800000000000	-13.844111175868
5.9820000000000	-14.052821256023
5.9840000000000	-14.264523206423
5.9860000000000	-14.479302400505
5.9880000000000	-14.697249312267
5.9900000000000	-14.918459887311
5.9920000000000	-15.143035948260
5.9940000000000	-15.371085638535
5.9960000000000	-15.602723908989
5.9980000000000	-15.838073052554
6.0000000000000	-16.077263292760
6.0020000000000	-16.320433432848
6.0040000000000	-16.567731573187
6.0060000000000	-16.819315905881
6.0080000000000	-17.075355596799
6.0100000000000	-17.336031766908
6.0120000000000	-17.601538586689
6.0140000000000	-17.872084499689
6.0160000000000	-18.147893594012
