"l_a []","l_b []","l_c []","wphi [deg]","wtheta [rad]","Freq [GHz]","dB(S(1,1)) []"
-0.497,0.8678,1.48911394,45,-0.0037,94.04,-24.1157145143129
-0.497,0.8678,1.48911394,45,-0.0037,94.055,-24.3861158578346
-0.497,0.8678,1.48911394,45,-0.0037,94.07,-24.6621328576244
-0.497,0.8678,1.48911394,45,-0.0037,94.085,-24.943046457289
-0.497,0.8678,1.48911394,45,-0.0037,94.1,-25.2280439594878
-0.497,0.8678,1.48911394,45,-0.0037,94.115,-25.5162116779532
-0.497,0.8678,1.48911394,45,-0.0037,94.13,-25.806528152193
-0.497,0.8678,1.48911394,45,-0.0037,94.145,-26.0978586040474
-0.497,0.8678,1.48911394,45,-0.0037,94.16,-26.3889515126918
-0.497,0.8678,1.48911394,45,-0.0037,94.175,-26.6784383851349
-0.497,0.8678,1.48911394,45,-0.0037,94.19,-26.9648379766924
-0.497,0.8678,1.48911394,45,-0.0037,94.205,-27.2465663319007
-0.497,0.8678,1.48911394,45,-0.0037,94.22,-27.5219540202245
-0.497,0.8678,1.48911394,45,-0.0037,94.235,-27.7892717739417
-0.497,0.8678,1.48911394,45,-0.0037,94.25,-28.0467653403307
-0.497,0.8678,1.48911394,45,-0.0037,94.265,-28.2926996967518
-0.497,0.8678,1.48911394,45,-0.0037,94.28,-28.5254118440516
-0.497,0.8678,1.48911394,45,-0.0037,94.295,-28.743370250241
-0.497,0.8678,1.48911394,45,-0.0037,94.31,-28.9452377969142
-0.497,0.8678,1.48911394,45,-0.0037,94.325,-29.1299339906908
-0.497,0.8678,1.48911394,45,-0.0037,94.34,-29.2966914867712
-0.497,0.8678,1.48911394,45,-0.0037,94.355,-29.4451018597581
-0.497,0.8678,1.48911394,45,-0.0037,94.37,-29.5751461870645
-0.497,0.8678,1.48911394,45,-0.0037,94.385,-29.6872073702118
-0.497,0.8678,1.48911394,45,-0.0037,94.4,-29.7820630227006
-0.497,0.8678,1.48911394,45,-0.0037,94.415,-29.860859871964
-0.497,0.8678,1.48911394,45,-0.0037,94.43,-29.9250725708721
-0.497,0.8678,1.48911394,45,-0.0037,94.445,-29.9764512514326
-0.497,0.8678,1.48911394,45,-0.0037,94.46,-30.0169628737698
-0.497,0.8678,1.48911394,45,-0.0037,94.475,-30.0487313945355
-0.497,0.8678,1.48911394,45,-0.0037,94.49,-30.0739811242751
-0.497,0.8678,1.48911394,45,-0.0037,94.505,-30.0949865844084
-0.497,0.8678,1.48911394,45,-0.0037,94.52,-30.1140309583375
-0.497,0.8678,1.48911394,45,-0.0037,94.535,-30.1333740697639
-0.497,0.8678,1.48911394,45,-0.0037,94.55,-30.1552298575612
-0.497,0.8678,1.48911394,45,-0.0037,94.565,-30.1817526175321
-0.497,0.8678,1.48911394,45,-0.0037,94.58,-30.2150308507967
-0.497,0.8678,1.48911394,45,-0.0037,94.595,-30.2570873581413
-0.497,0.8678,1.48911394,45,-0.0037,94.61,-30.3098841905126
-0.497,0.8678,1.48911394,45,-0.0037,94.625,-30.3753311446275
-0.497,0.8678,1.48911394,45,-0.0037,94.64,-30.4552966210787
-0.497,0.8678,1.48911394,45,-0.0037,94.655,-30.5516197903401
-0.497,0.8678,1.48911394,45,-0.0037,94.67,-30.6661230964902
-0.497,0.8678,1.48911394,45,-0.0037,94.685,-30.8006241279566
-0.497,0.8678,1.48911394,45,-0.0037,94.7,-30.9569457519002
-0.497,0.8678,1.48911394,45,-0.0037,94.715,-31.1369230800417
-0.497,0.8678,1.48911394,45,-0.0037,94.73,-31.3424052127086
-0.497,0.8678,1.48911394,45,-0.0037,94.745,-31.5752486440571
-0.497,0.8678,1.48911394,45,-0.0037,94.76,-31.837297466322
-0.497,0.8678,1.48911394,45,-0.0037,94.775,-32.1303427091105
-0.497,0.8678,1.48911394,45,-0.0037,94.79,-32.4560487106924
-0.497,0.8678,1.48911394,45,-0.0037,94.805,-32.8158274758203
-0.497,0.8678,1.48911394,45,-0.0037,94.82,-33.2106313248769
-0.497,0.8678,1.48911394,45,-0.0037,94.835,-33.6406183586175
-0.497,0.8678,1.48911394,45,-0.0037,94.85,-34.1046234059776
-0.497,0.8678,1.48911394,45,-0.0037,94.865,-34.5993410370689
-0.497,0.8678,1.48911394,45,-0.0037,94.88,-35.1181077767322
-0.497,0.8678,1.48911394,45,-0.0037,94.895,-35.6491917885985
-0.497,0.8678,1.48911394,45,-0.0037,94.91,-36.173641339039
-0.497,0.8678,1.48911394,45,-0.0037,94.925,-36.6631548011379
-0.497,0.8678,1.48911394,45,-0.0037,94.94,-37.0792519795261
-0.497,0.8678,1.48911394,45,-0.0037,94.955,-37.3760165573984
-0.497,0.8678,1.48911394,45,-0.0037,94.97,-37.5085932639401
-0.497,0.8678,1.48911394,45,-0.0037,94.985,-37.4464924509179
-0.497,0.8678,1.48911394,45,-0.0037,95,-37.1852295271122
-0.497,0.8678,1.48911394,45,-0.0037,95.015,-36.7481284311355
-0.497,0.8678,1.48911394,45,-0.0037,95.03,-36.1768731626029
-0.497,0.8678,1.48911394,45,-0.0037,95.045,-35.517806670305
-0.497,0.8678,1.48911394,45,-0.0037,95.06,-34.8117018325714
-0.497,0.8678,1.48911394,45,-0.0037,95.075,-34.0895005939097
-0.497,0.8678,1.48911394,45,-0.0037,95.09,-33.3723729777842
-0.497,0.8678,1.48911394,45,-0.0037,95.105,-32.6736512092998
-0.497,0.8678,1.48911394,45,-0.0037,95.12,-32.0010563644454
-0.497,0.8678,1.48911394,45,-0.0037,95.135,-31.3585595011797
-0.497,0.8678,1.48911394,45,-0.0037,95.15,-30.7477412415763
-0.497,0.8678,1.48911394,45,-0.0037,95.165,-30.1687176643967
-0.497,0.8678,1.48911394,45,-0.0037,95.18,-29.6207459533482
-0.497,0.8678,1.48911394,45,-0.0037,95.195,-29.102610615238
-0.497,0.8678,1.48911394,45,-0.0037,95.21,-28.6128651639465
-0.497,0.8678,1.48911394,45,-0.0037,95.225,-28.1499806604711
-0.497,0.8678,1.48911394,45,-0.0037,95.24,-27.7124349851541
-0.497,0.8678,1.48911394,45,-0.0037,95.255,-27.2987647101762
-0.497,0.8678,1.48911394,45,-0.0037,95.27,-26.9075935368786
-0.497,0.8678,1.48911394,45,-0.0037,95.285,-26.5376461667236
-0.497,0.8678,1.48911394,45,-0.0037,95.3,-26.1877532214566
-0.497,0.8678,1.48911394,45,-0.0037,95.315,-25.856850759012
-0.497,0.8678,1.48911394,45,-0.0037,95.33,-25.5439766162827
-0.497,0.8678,1.48911394,45,-0.0037,95.345,-25.2482649723789
-0.497,0.8678,1.48911394,45,-0.0037,95.36,-24.9689399914999
-0.497,0.8678,1.48911394,45,-0.0037,95.375,-24.7053090625064
-0.497,0.8678,1.48911394,45,-0.0037,95.39,-24.4567559328606
-0.497,0.8678,1.48911394,45,-0.0037,95.405,-24.2227338935501
-0.497,0.8678,1.48911394,45,-0.0037,95.42,-24.0027590808237
-0.497,0.8678,1.48911394,45,-0.0037,95.435,-23.7964039022306
-0.497,0.8678,1.48911394,45,-0.0037,95.45,-23.6032905571832
-0.497,0.8678,1.48911394,45,-0.0037,95.465,-23.4230845989696
-0.497,0.8678,1.48911394,45,-0.0037,95.48,-23.2554884713703
-0.497,0.8678,1.48911394,45,-0.0037,95.495,-23.1002349461941
-0.497,0.8678,1.48911394,45,-0.0037,95.51,-22.9570803867475
-0.497,0.8678,1.48911394,45,-0.0037,95.525,-22.8257977659371
-0.497,0.8678,1.48911394,45,-0.0037,95.54,-22.7061693764069
-0.497,0.8678,1.48911394,45,-0.0037,95.555,-22.5979791843049
-0.497,0.8678,1.48911394,45,-0.0037,95.57,-22.5010047986562
-0.497,0.8678,1.48911394,45,-0.0037,95.585,-22.415009055788
-0.497,0.8678,1.48911394,45,-0.0037,95.6,-22.3397312536567
-0.497,0.8678,1.48911394,45,-0.0037,95.615,-22.2748781149618
-0.497,0.8678,1.48911394,45,-0.0037,95.63,-22.2201146109102
-0.497,0.8678,1.48911394,45,-0.0037,95.645,-22.1750548390585
-0.497,0.8678,1.48911394,45,-0.0037,95.66,-22.1392532175066
-0.497,0.8678,1.48911394,45,-0.0037,95.675,-22.1121963312154
-0.497,0.8678,1.48911394,45,-0.0037,95.69,-22.0932958400817
-0.497,0.8678,1.48911394,45,-0.0037,95.705,-22.081882926357
-0.497,0.8678,1.48911394,45,-0.0037,95.72,-22.0772048126121
-0.497,0.8678,1.48911394,45,-0.0037,95.735,-22.0784239102695
-0.497,0.8678,1.48911394,45,-0.0037,95.75,-22.0846201506965
-0.497,0.8678,1.48911394,45,-0.0037,95.765,-22.0947969935175
-0.497,0.8678,1.48911394,45,-0.0037,95.78,-22.1078914889801
-0.497,0.8678,1.48911394,45,-0.0037,95.795,-22.1227885855961
-0.497,0.8678,1.48911394,45,-0.0037,95.81,-22.1383396204179
-0.497,0.8678,1.48911394,45,-0.0037,95.825,-22.1533846166557
-0.497,0.8678,1.48911394,45,-0.0037,95.84,-22.1667776635758
-0.497,0.8678,1.48911394,45,-0.0037,95.855,-22.1774143010693
-0.497,0.8678,1.48911394,45,-0.0037,95.87,-22.1842595206635
-0.497,0.8678,1.48911394,45,-0.0037,95.885,-22.186374775472
-0.497,0.8678,1.48911394,45,-0.0037,95.9,-22.1829423090978
-0.497,0.8678,1.48911394,45,-0.0037,95.915,-22.1732851991356
-0.497,0.8678,1.48911394,45,-0.0037,95.93,-22.1568817727178
-0.497,0.8678,1.48911394,45,-0.0037,95.945,-22.1333734690616
-0.497,0.8678,1.48911394,45,-0.0037,95.96,-22.1025657491979
-0.497,0.8678,1.48911394,45,-0.0037,95.975,-22.0644222181855
-0.497,0.8678,1.48911394,45,-0.0037,95.99,-22.0190526553722
-0.497,0.8678,1.48911394,45,-0.0037,96.005,-21.966696076685
-0.497,0.8678,1.48911394,45,-0.0037,96.02,-21.9077002328301
-0.497,0.8678,1.48911394,45,-0.0037,96.035,-21.8424990593302
-0.497,0.8678,1.48911394,45,-0.0037,96.05,-21.7715895468988
-0.497,0.8678,1.48911394,45,-0.0037,96.065,-21.6955093241748
-0.497,0.8678,1.48911394,45,-0.0037,96.08,-21.6148159826017
-0.497,0.8678,1.48911394,45,-0.0037,96.095,-21.5300688714647
-0.497,0.8678,1.48911394,45,-0.0037,96.11,-21.4418137908364
-0.497,0.8678,1.48911394,45,-0.0037,96.125,-21.3505707421674
-0.497,0.8678,1.48911394,45,-0.0037,96.14,-21.2568246791588
-0.497,0.8678,1.48911394,45,-0.0037,96.155,-21.1610190427499
-0.497,0.8678,1.48911394,45,-0.0037,96.17,-21.0635517621218
-0.497,0.8678,1.48911394,45,-0.0037,96.185,-20.9647733512918
-0.497,0.8678,1.48911394,45,-0.0037,96.2,-20.8649867179858
-0.497,0.8678,1.48911394,45,-0.0037,96.215,-20.764448317129
-0.497,0.8678,1.48911394,45,-0.0037,96.23,-20.6633703154553
-0.497,0.8678,1.48911394,45,-0.0037,96.245,-20.5619234780259
-0.497,0.8678,1.48911394,45,-0.0037,96.26,-20.4602405354399
-0.497,0.8678,1.48911394,45,-0.0037,96.275,-20.3584198377039
-0.497,0.8678,1.48911394,45,-0.0037,96.29,-20.2565291442044
-0.497,0.8678,1.48911394,45,-0.0037,96.305,-20.1546094374117
-0.497,0.8678,1.48911394,45,-0.0037,96.32,-20.0526786801718
-0.497,0.8678,1.48911394,45,-0.0037,96.335,-19.9507354627185
-0.497,0.8678,1.48911394,45,-0.0037,96.35,-19.848762506224
-0.497,0.8678,1.48911394,45,-0.0037,96.365,-19.7467300054223
-0.497,0.8678,1.48911394,45,-0.0037,96.38,-19.6445988042457
-0.497,0.8678,1.48911394,45,-0.0037,96.395,-19.5423234061974
-0.497,0.8678,1.48911394,45,-0.0037,96.41,-19.439854825979
-0.497,0.8678,1.48911394,45,-0.0037,96.425,-19.3371432912451
-0.497,0.8678,1.48911394,45,-0.0037,96.44,-19.2341408037592
-0.497,0.8678,1.48911394,45,-0.0037,96.455,-19.1308035680673
-0.497,0.8678,1.48911394,45,-0.0037,96.47,-19.0270942934177
-0.497,0.8678,1.48911394,45,-0.0037,96.485,-18.9229843713244
-0.497,0.8678,1.48911394,45,-0.0037,96.5,-18.8184559271166
-0.497,0.8678,1.48911394,45,-0.0037,96.515,-18.7135037392556
-0.497,0.8678,1.48911394,45,-0.0037,96.53,-18.6081370153209
-0.497,0.8678,1.48911394,45,-0.0037,96.545,-18.502381008559
-0.497,0.8678,1.48911394,45,-0.0037,96.56,-18.396278453945
-0.497,0.8678,1.48911394,45,-0.0037,96.575,-18.289890798049
-0.497,0.8678,1.48911394,45,-0.0037,96.59,-18.1832991928422
-0.497,0.8678,1.48911394,45,-0.0037,96.605,-18.0766052202
-0.497,0.8678,1.48911394,45,-0.0037,96.62,-17.9699313115056
-0.497,0.8678,1.48911394,45,-0.0037,96.635,-17.8634208257572
-0.497,0.8678,1.48911394,45,-0.0037,96.65,-17.7572377501865
-0.497,0.8678,1.48911394,45,-0.0037,96.665,-17.6515659899344
-0.497,0.8678,1.48911394,45,-0.0037,96.68,-17.5466082180102
-0.497,0.8678,1.48911394,45,-0.0037,96.695,-17.4425842638014
-0.497,0.8678,1.48911394,45,-0.0037,96.71,-17.339729027879
-0.497,0.8678,1.48911394,45,-0.0037,96.725,-17.2382899227307
-0.497,0.8678,1.48911394,45,-0.0037,96.74,-17.1385238531657
-0.497,0.8678,1.48911394,45,-0.0037,96.755,-17.0406937660727
-0.497,0.8678,1.48911394,45,-0.0037,96.77,-16.9450648164205
-0.497,0.8678,1.48911394,45,-0.0037,96.785,-16.8519002140591
-0.497,0.8678,1.48911394,45,-0.0037,96.8,-16.7614568330588
-0.497,0.8678,1.48911394,45,-0.0037,96.815,-16.673980680904
-0.497,0.8678,1.48911394,45,-0.0037,96.83,-16.5897023376838
-0.497,0.8678,1.48911394,45,-0.0037,96.845,-16.5088324843498
-0.497,0.8678,1.48911394,45,-0.0037,96.86,-16.4315576431728
-0.497,0.8678,1.48911394,45,-0.0037,96.875,-16.3580362519723
-0.497,0.8678,1.48911394,45,-0.0037,96.89,-16.2883951861706
-0.497,0.8678,1.48911394,45,-0.0037,96.905,-16.2227268292842
-0.497,0.8678,1.48911394,45,-0.0037,96.92,-16.1610867736492
-0.497,0.8678,1.48911394,45,-0.0037,96.935,-16.1034922099911
-0.497,0.8678,1.48911394,45,-0.0037,96.95,-16.0499210382481
-0.497,0.8678,1.48911394,45,-0.0037,96.965,-16.0003117045026
-0.497,0.8678,1.48911394,45,-0.0037,96.98,-15.9545637417301
-0.497,0.8678,1.48911394,45,-0.0037,96.995,-15.9125389670441
-0.497,0.8678,1.48911394,45,-0.0037,97.01,-15.8740632667189
-0.497,0.8678,1.48911394,45,-0.0037,97.025,-15.8389288836743
-0.497,0.8678,1.48911394,45,-0.0037,97.04,-15.8068971110405
-0.497,0.8678,1.48911394,45,-0.0037,97.055,-15.7777012901945
-0.497,0.8678,1.48911394,45,-0.0037,97.07,-15.751050012078
-0.497,0.8678,1.48911394,45,-0.0037,97.085,-15.7266304261483
-0.497,0.8678,1.48911394,45,-0.0037,97.1,-15.7041115711316
-0.497,0.8678,1.48911394,45,-0.0037,97.115,-15.6831476548245
-0.497,0.8678,1.48911394,45,-0.0037,97.13,-15.663381225438
-0.497,0.8678,1.48911394,45,-0.0037,97.145,-15.6444461933227
-0.497,0.8678,1.48911394,45,-0.0037,97.16,-15.6259706784054
-0.497,0.8678,1.48911394,45,-0.0037,97.175,-15.6075796744697
-0.497,0.8678,1.48911394,45,-0.0037,97.19,-15.5888975359035
-0.497,0.8678,1.48911394,45,-0.0037,97.205,-15.5695503052438
-0.497,0.8678,1.48911394,45,-0.0037,97.22,-15.5491679104742
-0.497,0.8678,1.48911394,45,-0.0037,97.235,-15.5273862694101
-0.497,0.8678,1.48911394,45,-0.0037,97.25,-15.5038493445725
-0.497,0.8678,1.48911394,45,-0.0037,97.265,-15.4782111957102
-0.497,0.8678,1.48911394,45,-0.0037,97.28,-15.4501380786213
-0.497,0.8678,1.48911394,45,-0.0037,97.295,-15.419310638193
-0.497,0.8678,1.48911394,45,-0.0037,97.31,-15.3854262406766
-0.497,0.8678,1.48911394,45,-0.0037,97.325,-15.3482014851603
-0.497,0.8678,1.48911394,45,-0.0037,97.34,-15.3073749270024
-0.497,0.8678,1.48911394,45,-0.0037,97.355,-15.2627100366458
-0.497,0.8678,1.48911394,45,-0.0037,97.37,-15.2139984057296
-0.497,0.8678,1.48911394,45,-0.0037,97.385,-15.161063198757
-0.497,0.8678,1.48911394,45,-0.0037,97.4,-15.1037628328263
-0.497,0.8678,1.48911394,45,-0.0037,97.415,-15.0419948501689
-0.497,0.8678,1.48911394,45,-0.0037,97.43,-14.9756999286838
-0.497,0.8678,1.48911394,45,-0.0037,97.445,-14.9048659545996
-0.497,0.8678,1.48911394,45,-0.0037,97.46,-14.8295320592961
-0.497,0.8678,1.48911394,45,-0.0037,97.475,-14.7497924997937
-0.497,0.8678,1.48911394,45,-0.0037,97.49,-14.665800240269
-0.497,0.8678,1.48911394,45,-0.0037,97.505,-14.5777700712179
-0.497,0.8678,1.48911394,45,-0.0037,97.52,-14.4859810848095
-0.497,0.8678,1.48911394,45,-0.0037,97.535,-14.3907783110774
-0.497,0.8678,1.48911394,45,-0.0037,97.55,-14.2925733116157
-0.497,0.8678,1.48911394,45,-0.0037,97.565,-14.1918435273835
-0.497,0.8678,1.48911394,45,-0.0037,97.58,-14.0891301871805
-0.497,0.8678,1.48911394,45,-0.0037,97.595,-13.9850346055057
-0.497,0.8678,1.48911394,45,-0.0037,97.61,-13.8802127348016
-0.497,0.8678,1.48911394,45,-0.0037,97.625,-13.7753678890164
-0.497,0.8678,1.48911394,45,-0.0037,97.64,-13.6712416235788
-0.497,0.8678,1.48911394,45,-0.0037,97.655,-13.5686028405525
-0.497,0.8678,1.48911394,45,-0.0037,97.67,-13.4682352844168
-0.497,0.8678,1.48911394,45,-0.0037,97.685,-13.3709236989389
-0.497,0.8678,1.48911394,45,-0.0037,97.7,-13.277439022037
-0.497,0.8678,1.48911394,45,-0.0037,97.715,-13.188523094351
-0.497,0.8678,1.48911394,45,-0.0037,97.73,-13.1048734380455
-0.497,0.8678,1.48911394,45,-0.0037,97.745,-13.0271287144715
-0.497,0.8678,1.48911394,45,-0.0037,97.76,-12.9558554833075
-0.497,0.8678,1.48911394,45,-0.0037,97.775,-12.8915368552263
-0.497,0.8678,1.48911394,45,-0.0037,97.79,-12.8345635530164
-0.497,0.8678,1.48911394,45,-0.0037,97.805,-12.7852277758861
-0.497,0.8678,1.48911394,45,-0.0037,97.82,-12.7437201074555
-0.497,0.8678,1.48911394,45,-0.0037,97.835,-12.7101295334175
-0.497,0.8678,1.48911394,45,-0.0037,97.85,-12.6844464566581
-0.497,0.8678,1.48911394,45,-0.0037,97.865,-12.6665684328924
-0.497,0.8678,1.48911394,45,-0.0037,97.88,-12.6563082137039
-0.497,0.8678,1.48911394,45,-0.0037,97.895,-12.6534035872793
-0.497,0.8678,1.48911394,45,-0.0037,97.91,-12.6575284557341
-0.497,0.8678,1.48911394,45,-0.0037,97.925,-12.6683045816515
-0.497,0.8678,1.48911394,45,-0.0037,97.94,-12.6853134702903
-0.497,0.8678,1.48911394,45,-0.0037,97.955,-12.7081079191779
-0.497,0.8678,1.48911394,45,-0.0037,97.97,-12.7362228529505
-0.497,0.8678,1.48911394,45,-0.0037,97.985,-12.7691851575459
-0.497,0.8678,1.48911394,45,-0.0037,98,-12.8065223245508
-0.497,0.8678,1.48911394,67.5,-0.0037,92,-14.6095382313996
-0.497,0.8678,1.48911394,67.5,-0.0037,92.015,-14.5735104484131
-0.497,0.8678,1.48911394,67.5,-0.0037,92.03,-14.5397271333228
-0.497,0.8678,1.48911394,67.5,-0.0037,92.045,-14.5084770870563
-0.497,0.8678,1.48911394,67.5,-0.0037,92.06,-14.4800403697571
-0.497,0.8678,1.48911394,67.5,-0.0037,92.075,-14.4546830964239
-0.497,0.8678,1.48911394,67.5,-0.0037,92.09,-14.4326522785397
-0.497,0.8678,1.48911394,67.5,-0.0037,92.105,-14.4141709139442
-0.497,0.8678,1.48911394,67.5,-0.0037,92.12,-14.3994335306891
-0.497,0.8678,1.48911394,67.5,-0.0037,92.135,-14.3886023806436
-0.497,0.8678,1.48911394,67.5,-0.0037,92.15,-14.3818044548679
-0.497,0.8678,1.48911394,67.5,-0.0037,92.165,-14.3791294563549
-0.497,0.8678,1.48911394,67.5,-0.0037,92.18,-14.3806288191165
-0.497,0.8678,1.48911394,67.5,-0.0037,92.195,-14.3863158093943
-0.497,0.8678,1.48911394,67.5,-0.0037,92.21,-14.3961666893654
-0.497,0.8678,1.48911394,67.5,-0.0037,92.225,-14.4101228706833
-0.497,0.8678,1.48911394,67.5,-0.0037,92.24,-14.4280939387726
-0.497,0.8678,1.48911394,67.5,-0.0037,92.255,-14.4499613924003
-0.497,0.8678,1.48911394,67.5,-0.0037,92.27,-14.4755829188768
-0.497,0.8678,1.48911394,67.5,-0.0037,92.285,-14.5047970141595
-0.497,0.8678,1.48911394,67.5,-0.0037,92.3,-14.537427758676
-0.497,0.8678,1.48911394,67.5,-0.0037,92.315,-14.57328957227
-0.497,0.8678,1.48911394,67.5,-0.0037,92.33,-14.6121917929334
-0.497,0.8678,1.48911394,67.5,-0.0037,92.345,-14.6539429511347
-0.497,0.8678,1.48911394,67.5,-0.0037,92.36,-14.6983546417439
-0.497,0.8678,1.48911394,67.5,-0.0037,92.375,-14.7452449261807
-0.497,0.8678,1.48911394,67.5,-0.0037,92.39,-14.7944412263428
-0.497,0.8678,1.48911394,67.5,-0.0037,92.405,-14.845782697499
-0.497,0.8678,1.48911394,67.5,-0.0037,92.42,-14.8991220886892
-0.497,0.8678,1.48911394,67.5,-0.0037,92.435,-14.9543271157784
-0.497,0.8678,1.48911394,67.5,-0.0037,92.45,-15.0112813841755
-0.497,0.8678,1.48911394,67.5,-0.0037,92.465,-15.0698849056725
-0.497,0.8678,1.48911394,67.5,-0.0037,92.48,-15.1300542574422
-0.497,0.8678,1.48911394,67.5,-0.0037,92.495,-15.1917224316103
-0.497,0.8678,1.48911394,67.5,-0.0037,92.51,-15.2548384217126
-0.497,0.8678,1.48911394,67.5,-0.0037,92.525,-15.3193665884199
-0.497,0.8678,1.48911394,67.5,-0.0037,92.54,-15.3852858417776
-0.497,0.8678,1.48911394,67.5,-0.0037,92.555,-15.4525886713862
-0.497,0.8678,1.48911394,67.5,-0.0037,92.57,-15.5212800498597
-0.497,0.8678,1.48911394,67.5,-0.0037,92.585,-15.5913762288862
-0.497,0.8678,1.48911394,67.5,-0.0037,92.6,-15.6629034415146
-0.497,0.8678,1.48911394,67.5,-0.0037,92.615,-15.7358965191083
-0.497,0.8678,1.48911394,67.5,-0.0037,92.63,-15.8103974268561
-0.497,0.8678,1.48911394,67.5,-0.0037,92.645,-15.8864537179322
-0.497,0.8678,1.48911394,67.5,-0.0037,92.66,-15.9641169034089
-0.497,0.8678,1.48911394,67.5,-0.0037,92.675,-16.0434407329311
-0.497,0.8678,1.48911394,67.5,-0.0037,92.69,-16.1244793800162
-0.497,0.8678,1.48911394,67.5,-0.0037,92.705,-16.207285525723
-0.497,0.8678,1.48911394,67.5,-0.0037,92.72,-16.2919083354199
-0.497,0.8678,1.48911394,67.5,-0.0037,92.735,-16.3783913255523
-0.497,0.8678,1.48911394,67.5,-0.0037,92.75,-16.4667701207678
-0.497,0.8678,1.48911394,67.5,-0.0037,92.765,-16.5570701065827
-0.497,0.8678,1.48911394,67.5,-0.0037,92.78,-16.649303989042
-0.497,0.8678,1.48911394,67.5,-0.0037,92.795,-16.74346928058
-0.497,0.8678,1.48911394,67.5,-0.0037,92.81,-16.8395457405267
-0.497,0.8678,1.48911394,67.5,-0.0037,92.825,-16.9374928093312
-0.497,0.8678,1.48911394,67.5,-0.0037,92.84,-17.037247087417
-0.497,0.8678,1.48911394,67.5,-0.0037,92.855,-17.1387199223095
-0.497,0.8678,1.48911394,67.5,-0.0037,92.87,-17.2417951808081
-0.497,0.8678,1.48911394,67.5,-0.0037,92.885,-17.3463272958289
-0.497,0.8678,1.48911394,67.5,-0.0037,92.9,-17.4521396892412
-0.497,0.8678,1.48911394,67.5,-0.0037,92.915,-17.5590236814599
-0.497,0.8678,1.48911394,67.5,-0.0037,92.93,-17.6667380044602
-0.497,0.8678,1.48911394,67.5,-0.0037,92.945,-17.7750090358157
-0.497,0.8678,1.48911394,67.5,-0.0037,92.96,-17.8835318658733
-0.497,0.8678,1.48911394,67.5,-0.0037,92.975,-17.9919722968787
-0.497,0.8678,1.48911394,67.5,-0.0037,92.99,-18.0999698506537
-0.497,0.8678,1.48911394,67.5,-0.0037,93.005,-18.2071418296626
-0.497,0.8678,1.48911394,67.5,-0.0037,93.02,-18.3130884350765
-0.497,0.8678,1.48911394,67.5,-0.0037,93.035,-18.4173988957638
-0.497,0.8678,1.48911394,67.5,-0.0037,93.05,-18.5196585060897
-0.497,0.8678,1.48911394,67.5,-0.0037,93.065,-18.6194564112473
-0.497,0.8678,1.48911394,67.5,-0.0037,93.08,-18.7163939208616
-0.497,0.8678,1.48911394,67.5,-0.0037,93.095,-18.8100930798709
-0.497,0.8678,1.48911394,67.5,-0.0037,93.11,-18.9002051855758
-0.497,0.8678,1.48911394,67.5,-0.0037,93.125,-18.9864189163078
-0.497,0.8678,1.48911394,67.5,-0.0037,93.14,-19.0684677344305
-0.497,0.8678,1.48911394,67.5,-0.0037,93.155,-19.1461362466428
-0.497,0.8678,1.48911394,67.5,-0.0037,93.17,-19.2192652478707
-0.497,0.8678,1.48911394,67.5,-0.0037,93.185,-19.2877552389726
-0.497,0.8678,1.48911394,67.5,-0.0037,93.2,-19.3515682882519
-0.497,0.8678,1.48911394,67.5,-0.0037,93.215,-19.4107281957004
-0.497,0.8678,1.48911394,67.5,-0.0037,93.23,-19.4653190092746
-0.497,0.8678,1.48911394,67.5,-0.0037,93.245,-19.5154820265436
-0.497,0.8678,1.48911394,67.5,-0.0037,93.26,-19.5614114859034
-0.497,0.8678,1.48911394,67.5,-0.0037,93.275,-19.6033492041095
-0.497,0.8678,1.48911394,67.5,-0.0037,93.29,-19.6415784482964
-0.497,0.8678,1.48911394,67.5,-0.0037,93.305,-19.676417340479
-0.497,0.8678,1.48911394,67.5,-0.0037,93.32,-19.7082120824733
-0.497,0.8678,1.48911394,67.5,-0.0037,93.335,-19.7373302626554
-0.497,0.8678,1.48911394,67.5,-0.0037,93.35,-19.7641544674232
-0.497,0.8678,1.48911394,67.5,-0.0037,93.365,-19.7890763744429
-0.497,0.8678,1.48911394,67.5,-0.0037,93.38,-19.812491456327
-0.497,0.8678,1.48911394,67.5,-0.0037,93.395,-19.8347943762075
-0.497,0.8678,1.48911394,67.5,-0.0037,93.41,-19.856375113723
-0.497,0.8678,1.48911394,67.5,-0.0037,93.425,-19.8776158232136
-0.497,0.8678,1.48911394,67.5,-0.0037,93.44,-19.898888396425
-0.497,0.8678,1.48911394,67.5,-0.0037,93.455,-19.9205526799862
-0.497,0.8678,1.48911394,67.5,-0.0037,93.47,-19.9429552829378
-0.497,0.8678,1.48911394,67.5,-0.0037,93.485,-19.9664289008319
-0.497,0.8678,1.48911394,67.5,-0.0037,93.5,-19.9912920793733
-0.497,0.8678,1.48911394,67.5,-0.0037,93.515,-20.0178493410949
-0.497,0.8678,1.48911394,67.5,-0.0037,93.53,-20.0463916020894
-0.497,0.8678,1.48911394,67.5,-0.0037,93.545,-20.0771968113843
-0.497,0.8678,1.48911394,67.5,-0.0037,93.56,-20.11053075232
-0.497,0.8678,1.48911394,67.5,-0.0037,93.575,-20.1466479526231
-0.497,0.8678,1.48911394,67.5,-0.0037,93.59,-20.1857926572531
