"l_a []","l_b []","l_c []","wphi [deg]","wtheta [rad]","Freq [GHz]","dB(S(1,1)) []"
-0.497,0.8678,1.48911394,90,-0.0037,94.625,-27.0495633928627
-0.497,0.8678,1.48911394,90,-0.0037,94.64,-27.0175047479872
-0.497,0.8678,1.48911394,90,-0.0037,94.655,-27.0047587519049
-0.497,0.8678,1.48911394,90,-0.0037,94.67,-27.0119609071645
-0.497,0.8678,1.48911394,90,-0.0037,94.685,-27.039787054475
-0.497,0.8678,1.48911394,90,-0.0037,94.7,-27.0889547157348
-0.497,0.8678,1.48911394,90,-0.0037,94.715,-27.1602238320238
-0.497,0.8678,1.48911394,90,-0.0037,94.73,-27.2543959467881
-0.497,0.8678,1.48911394,90,-0.0037,94.745,-27.3723102474398
-0.497,0.8678,1.48911394,90,-0.0037,94.76,-27.5148339845934
-0.497,0.8678,1.48911394,90,-0.0037,94.775,-27.6828435315627
-0.497,0.8678,1.48911394,90,-0.0037,94.79,-27.8771905798477
-0.497,0.8678,1.48911394,90,-0.0037,94.805,-28.0986454918034
-0.497,0.8678,1.48911394,90,-0.0037,94.82,-28.3478064094728
-0.497,0.8678,1.48911394,90,-0.0037,94.835,-28.6249581157525
-0.497,0.8678,1.48911394,90,-0.0037,94.85,-28.9298587910103
-0.497,0.8678,1.48911394,90,-0.0037,94.865,-29.2614261952511
-0.497,0.8678,1.48911394,90,-0.0037,94.88,-29.6172893716328
-0.497,0.8678,1.48911394,90,-0.0037,94.895,-29.9931728690375
-0.497,0.8678,1.48911394,90,-0.0037,94.91,-30.3820990868987
-0.497,0.8678,1.48911394,90,-0.0037,94.925,-30.7734517803001
-0.497,0.8678,1.48911394,90,-0.0037,94.94,-31.1520705500495
-0.497,0.8678,1.48911394,90,-0.0037,94.955,-31.497764546465
-0.497,0.8678,1.48911394,90,-0.0037,94.97,-31.7858998383372
-0.497,0.8678,1.48911394,90,-0.0037,94.985,-31.9898206984527
-0.497,0.8678,1.48911394,90,-0.0037,95,-32.085417446413
-0.497,0.8678,1.48911394,90,-0.0037,95.015,-32.4382290094186
-0.497,0.8678,1.48911394,90,-0.0037,95.03,-32.7482977053844
-0.497,0.8678,1.48911394,90,-0.0037,95.045,-32.9971647248656
-0.497,0.8678,1.48911394,90,-0.0037,95.06,-33.1662446848229
-0.497,0.8678,1.48911394,90,-0.0037,95.075,-33.2397751821182
-0.497,0.8678,1.48911394,90,-0.0037,95.09,-33.2080629800844
-0.497,0.8678,1.48911394,90,-0.0037,95.105,-33.0698466268105
-0.497,0.8678,1.48911394,90,-0.0037,95.12,-32.8327141852449
-0.497,0.8678,1.48911394,90,-0.0037,95.135,-32.5113705126261
-0.497,0.8678,1.48911394,90,-0.0037,95.15,-32.1245603965323
-0.497,0.8678,1.48911394,90,-0.0037,95.165,-31.6918774437293
-0.497,0.8678,1.48911394,90,-0.0037,95.18,-31.2313710678845
-0.497,0.8678,1.48911394,90,-0.0037,95.195,-30.7582432760648
-0.497,0.8678,1.48911394,90,-0.0037,95.21,-30.2844622690211
-0.497,0.8678,1.48911394,90,-0.0037,95.225,-29.8189515461665
-0.497,0.8678,1.48911394,90,-0.0037,95.24,-29.3680476500101
-0.497,0.8678,1.48911394,90,-0.0037,95.255,-28.9360244057244
-0.497,0.8678,1.48911394,90,-0.0037,95.27,-28.5255782374515
-0.497,0.8678,1.48911394,90,-0.0037,95.285,-28.1382336159469
-0.497,0.8678,1.48911394,90,-0.0037,95.3,-27.7746626854648
-0.497,0.8678,1.48911394,90,-0.0037,95.315,-27.4349286162702
-0.497,0.8678,1.48911394,90,-0.0037,95.33,-27.1186670045508
-0.497,0.8678,1.48911394,90,-0.0037,95.345,-26.8252193848107
-0.497,0.8678,1.48911394,90,-0.0037,95.36,-26.5537307645828
-0.497,0.8678,1.48911394,90,-0.0037,95.375,-26.3032205522281
-0.497,0.8678,1.48911394,90,-0.0037,95.39,-26.0726339537238
-0.497,0.8678,1.48911394,90,-0.0037,95.405,-25.8608790560018
-0.497,0.8678,1.48911394,90,-0.0037,95.42,-25.6668533943674
-0.497,0.8678,1.48911394,90,-0.0037,95.435,-25.4894627524994
-0.497,0.8678,1.48911394,90,-0.0037,95.45,-25.327634184156
-0.497,0.8678,1.48911394,90,-0.0037,95.465,-25.1803247023687
-0.497,0.8678,1.48911394,90,-0.0037,95.48,-25.0465266953162
-0.497,0.8678,1.48911394,90,-0.0037,95.495,-24.925270853267
-0.497,0.8678,1.48911394,90,-0.0037,95.51,-24.8156271951672
-0.497,0.8678,1.48911394,90,-0.0037,95.525,-24.7167046432732
-0.497,0.8678,1.48911394,90,-0.0037,95.54,-24.6276494933827
-0.497,0.8678,1.48911394,90,-0.0037,95.555,-24.5476430554684
-0.497,0.8678,1.48911394,90,-0.0037,95.57,-24.4758986872307
-0.497,0.8678,1.48911394,90,-0.0037,95.585,-24.4116584060943
-0.497,0.8678,1.48911394,90,-0.0037,95.6,-24.3541892400371
-0.497,0.8678,1.48911394,90,-0.0037,95.615,-24.3027794620362
-0.497,0.8678,1.48911394,90,-0.0037,95.63,-24.2567348452686
-0.497,0.8678,1.48911394,90,-0.0037,95.645,-24.2153750754028
-0.497,0.8678,1.48911394,90,-0.0037,95.66,-24.1780304614875
-0.497,0.8678,1.48911394,90,-0.0037,95.675,-24.1440390973174
-0.497,0.8678,1.48911394,90,-0.0037,95.69,-24.1127446399544
-0.497,0.8678,1.48911394,90,-0.0037,95.705,-24.0834948904352
-0.497,0.8678,1.48911394,90,-0.0037,95.72,-24.0556413826419
-0.497,0.8678,1.48911394,90,-0.0037,95.735,-24.028540208835
-0.497,0.8678,1.48911394,90,-0.0037,95.75,-24.0015543335411
-0.497,0.8678,1.48911394,90,-0.0037,95.765,-23.9740576708994
-0.497,0.8678,1.48911394,90,-0.0037,95.78,-23.9454412247129
-0.497,0.8678,1.48911394,90,-0.0037,95.795,-23.9151216177111
-0.497,0.8678,1.48911394,90,-0.0037,95.81,-23.8825523724225
-0.497,0.8678,1.48911394,90,-0.0037,95.825,-23.8472383610651
-0.497,0.8678,1.48911394,90,-0.0037,95.84,-23.808753934038
-0.497,0.8678,1.48911394,90,-0.0037,95.855,-23.7667653951368
-0.497,0.8678,1.48911394,90,-0.0037,95.87,-23.7210587619917
-0.497,0.8678,1.48911394,90,-0.0037,95.885,-23.6715742016084
-0.497,0.8678,1.48911394,90,-0.0037,95.9,-23.6184492672439
-0.497,0.8678,1.48911394,90,-0.0037,95.915,-23.5620742398502
-0.497,0.8678,1.48911394,90,-0.0037,95.93,-23.5031647280592
-0.497,0.8678,1.48911394,90,-0.0037,95.945,-23.4428595532084
-0.497,0.8678,1.48911394,90,-0.0037,95.96,-23.382856352176
-0.497,0.8678,1.48911394,90,-0.0037,95.975,-23.3256039912182
-0.497,0.8678,1.48911394,90,-0.0037,95.99,-23.2745807000404
-0.497,0.8678,1.48911394,90,-0.0037,96.005,-23.2347005654852
-0.497,0.8678,1.48911394,90,-0.0037,96.02,-23.2129079891847
-0.497,0.8678,1.48911394,90,-0.0037,96.035,-23.2190336238127
-0.497,0.8678,1.48911394,90,-0.0037,96.05,-23.2669721225853
-0.497,0.8678,1.48911394,90,-0.0037,96.065,-23.3761274641492
-0.497,0.8678,1.48911394,90,-0.0037,96.08,-23.5726530275673
-0.497,0.8678,1.48911394,90,-0.0037,96.095,-23.8888107847108
-0.497,0.8678,1.48911394,90,-0.0037,96.11,-24.3559204555426
-0.497,0.8678,1.48911394,90,-0.0037,96.125,-24.9814838915791
-0.497,0.8678,1.48911394,90,-0.0037,96.14,-25.6999912379759
-0.497,0.8678,1.48911394,90,-0.0037,96.155,-26.3176631540916
-0.497,0.8678,1.48911394,90,-0.0037,96.17,-26.5622773482947
-0.497,0.8678,1.48911394,90,-0.0037,96.185,-26.3134819855015
-0.497,0.8678,1.48911394,90,-0.0037,96.2,-25.7199746284211
-0.497,0.8678,1.48911394,90,-0.0037,96.215,-25.010278219781
-0.497,0.8678,1.48911394,90,-0.0037,96.23,-24.3267828499344
-0.497,0.8678,1.48911394,90,-0.0037,96.245,-23.7219634475126
-0.497,0.8678,1.48911394,90,-0.0037,96.26,-23.202333539786
-0.497,0.8678,1.48911394,90,-0.0037,96.275,-22.7579851028115
-0.497,0.8678,1.48911394,90,-0.0037,96.29,-22.3755817452856
-0.497,0.8678,1.48911394,90,-0.0037,96.305,-22.0428914943004
-0.497,0.8678,1.48911394,90,-0.0037,96.32,-21.7499104461168
-0.497,0.8678,1.48911394,90,-0.0037,96.335,-21.4888066689061
-0.497,0.8678,1.48911394,90,-0.0037,96.35,-21.2535427724778
-0.497,0.8678,1.48911394,90,-0.0037,96.365,-21.0394749454756
-0.497,0.8678,1.48911394,90,-0.0037,96.38,-20.8430149519438
-0.497,0.8678,1.48911394,90,-0.0037,96.395,-20.6613676713869
-0.497,0.8678,1.48911394,90,-0.0037,96.41,-20.4923342339128
-0.497,0.8678,1.48911394,90,-0.0037,96.425,-20.3341664349575
-0.497,0.8678,1.48911394,90,-0.0037,96.44,-20.1854595040185
-0.497,0.8678,1.48911394,90,-0.0037,96.455,-20.0450730086474
-0.497,0.8678,1.48911394,90,-0.0037,96.47,-19.9120722455149
-0.497,0.8678,1.48911394,90,-0.0037,96.485,-19.7856845335084
-0.497,0.8678,1.48911394,90,-0.0037,96.5,-19.6652663722316
-0.497,0.8678,1.48911394,90,-0.0037,96.515,-19.550278556312
-0.497,0.8678,1.48911394,90,-0.0037,96.53,-19.4402671449495
-0.497,0.8678,1.48911394,90,-0.0037,96.545,-19.3348487639258
-0.497,0.8678,1.48911394,90,-0.0037,96.56,-19.2336991298256
-0.497,0.8678,1.48911394,90,-0.0037,96.575,-19.1365439815197
-0.497,0.8678,1.48911394,90,-0.0037,96.59,-19.0431518162592
-0.497,0.8678,1.48911394,90,-0.0037,96.605,-18.9533279811463
-0.497,0.8678,1.48911394,90,-0.0037,96.62,-18.8669097823127
-0.497,0.8678,1.48911394,90,-0.0037,96.635,-18.7837623557895
-0.497,0.8678,1.48911394,90,-0.0037,96.65,-18.7037751042939
-0.497,0.8678,1.48911394,90,-0.0037,96.665,-18.6268585489833
-0.497,0.8678,1.48911394,90,-0.0037,96.68,-18.5529414789676
-0.497,0.8678,1.48911394,90,-0.0037,96.695,-18.4819683071071
-0.497,0.8678,1.48911394,90,-0.0037,96.71,-18.4138965606356
-0.497,0.8678,1.48911394,90,-0.0037,96.725,-18.3486944510479
-0.497,0.8678,1.48911394,90,-0.0037,96.74,-18.2863384807231
-0.497,0.8678,1.48911394,90,-0.0037,96.755,-18.2268110547565
-0.497,0.8678,1.48911394,90,-0.0037,96.77,-18.1700980761369
-0.497,0.8678,1.48911394,90,-0.0037,96.785,-18.1161865111437
-0.497,0.8678,1.48911394,90,-0.0037,96.8,-18.0650619200105
-0.497,0.8678,1.48911394,90,-0.0037,96.815,-18.0167059556594
-0.497,0.8678,1.48911394,90,-0.0037,96.83,-17.9710938408004
-0.497,0.8678,1.48911394,90,-0.0037,96.845,-17.9281918408914
-0.497,0.8678,1.48911394,90,-0.0037,96.86,-17.8879547573445
-0.497,0.8678,1.48911394,90,-0.0037,96.875,-17.8503234718237
-0.497,0.8678,1.48911394,90,-0.0037,96.89,-17.8152225783638
-0.497,0.8678,1.48911394,90,-0.0037,96.905,-17.7825581451669
-0.497,0.8678,1.48911394,90,-0.0037,96.92,-17.7522156521121
-0.497,0.8678,1.48911394,90,-0.0037,96.935,-17.7240581530384
-0.497,0.8678,1.48911394,90,-0.0037,96.95,-17.6979247135614
-0.497,0.8678,1.48911394,90,-0.0037,96.965,-17.6736291753843
-0.497,0.8678,1.48911394,90,-0.0037,96.98,-17.6509592966625
-0.497,0.8678,1.48911394,90,-0.0037,96.995,-17.6296763148909
-0.497,0.8678,1.48911394,90,-0.0037,97.01,-17.6095149739865
-0.497,0.8678,1.48911394,90,-0.0037,97.025,-17.5901840507612
-0.497,0.8678,1.48911394,90,-0.0037,97.04,-17.5713674079083
-0.497,0.8678,1.48911394,90,-0.0037,97.055,-17.552725591076
-0.497,0.8678,1.48911394,90,-0.0037,97.07,-17.5338979767567
-0.497,0.8678,1.48911394,90,-0.0037,97.085,-17.5145054657818
-0.497,0.8678,1.48911394,90,-0.0037,97.1,-17.4941537044407
-0.497,0.8678,1.48911394,90,-0.0037,97.115,-17.4724368019242
-0.497,0.8678,1.48911394,90,-0.0037,97.13,-17.4489414992771
-0.497,0.8678,1.48911394,90,-0.0037,97.145,-17.4232517317096
-0.497,0.8678,1.48911394,90,-0.0037,97.16,-17.3949535134257
-0.497,0.8678,1.48911394,90,-0.0037,97.175,-17.3636400625589
-0.497,0.8678,1.48911394,90,-0.0037,97.19,-17.3289170739187
-0.497,0.8678,1.48911394,90,-0.0037,97.205,-17.2904080395965
-0.497,0.8678,1.48911394,90,-0.0037,97.22,-17.2477595126189
-0.497,0.8678,1.48911394,90,-0.0037,97.235,-17.20064620726
-0.497,0.8678,1.48911394,90,-0.0037,97.25,-17.1487758317262
-0.497,0.8678,1.48911394,90,-0.0037,97.265,-17.0918935549253
-0.497,0.8678,1.48911394,90,-0.0037,97.28,-17.0297860189391
-0.497,0.8678,1.48911394,90,-0.0037,97.295,-16.9622848223891
-0.497,0.8678,1.48911394,90,-0.0037,97.31,-16.8892694165977
-0.497,0.8678,1.48911394,90,-0.0037,97.325,-16.8106693755442
-0.497,0.8678,1.48911394,90,-0.0037,97.34,-16.7264660210792
-0.497,0.8678,1.48911394,90,-0.0037,97.355,-16.636693405571
-0.497,0.8678,1.48911394,90,-0.0037,97.37,-16.5414386738703
-0.497,0.8678,1.48911394,90,-0.0037,97.385,-16.4408418440294
-0.497,0.8678,1.48911394,90,-0.0037,97.4,-16.335095060502
-0.497,0.8678,1.48911394,90,-0.0037,97.415,-16.2244413837315
-0.497,0.8678,1.48911394,90,-0.0037,97.43,-16.1091731854839
-0.497,0.8678,1.48911394,90,-0.0037,97.445,-15.989630219659
-0.497,0.8678,1.48911394,90,-0.0037,97.46,-15.8661974336084
-0.497,0.8678,1.48911394,90,-0.0037,97.475,-15.739302575371
-0.497,0.8678,1.48911394,90,-0.0037,97.49,-15.6094136381872
-0.497,0.8678,1.48911394,90,-0.0037,97.505,-15.4770361656897
-0.497,0.8678,1.48911394,90,-0.0037,97.52,-15.3427104200199
-0.497,0.8678,1.48911394,90,-0.0037,97.535,-15.2070083914168
-0.497,0.8678,1.48911394,90,-0.0037,97.55,-15.0705306023142
-0.497,0.8678,1.48911394,90,-0.0037,97.565,-14.9339026322437
-0.497,0.8678,1.48911394,90,-0.0037,97.58,-14.7977712625016
-0.497,0.8678,1.48911394,90,-0.0037,97.595,-14.6628001120925
-0.497,0.8678,1.48911394,90,-0.0037,97.61,-14.5296646094752
-0.497,0.8678,1.48911394,90,-0.0037,97.625,-14.399046118636
-0.497,0.8678,1.48911394,90,-0.0037,97.64,-14.2716250137982
-0.497,0.8678,1.48911394,90,-0.0037,97.655,-14.1480724756765
-0.497,0.8678,1.48911394,90,-0.0037,97.67,-14.0290407653829
-0.497,0.8678,1.48911394,90,-0.0037,97.685,-13.9151517226398
-0.497,0.8678,1.48911394,90,-0.0037,97.7,-13.8069832374782
-0.497,0.8678,1.48911394,90,-0.0037,97.715,-13.7050534663307
-0.497,0.8678,1.48911394,90,-0.0037,97.73,-13.6098026157213
-0.497,0.8678,1.48911394,90,-0.0037,97.745,-13.5215722164694
-0.497,0.8678,1.48911394,90,-0.0037,97.76,-13.4405819825446
-0.497,0.8678,1.48911394,90,-0.0037,97.775,-13.3669046235999
-0.497,0.8678,1.48911394,90,-0.0037,97.79,-13.3004393980965
-0.497,0.8678,1.48911394,90,-0.0037,97.805,-13.2408857961396
-0.497,0.8678,1.48911394,90,-0.0037,97.82,-13.1877195585084
-0.497,0.8678,1.48911394,90,-0.0037,97.835,-13.1401742673843
-0.497,0.8678,1.48911394,90,-0.0037,97.85,-13.0972329092453
-0.497,0.8678,1.48911394,90,-0.0037,97.865,-13.0576349135359
-0.497,0.8678,1.48911394,90,-0.0037,97.88,-13.0199048441117
-0.497,0.8678,1.48911394,90,-0.0037,97.895,-12.9824086123052
-0.497,0.8678,1.48911394,90,-0.0037,97.91,-12.9434411288237
-0.497,0.8678,1.48911394,90,-0.0037,97.925,-12.9013451633072
-0.497,0.8678,1.48911394,90,-0.0037,97.94,-12.8546547682689
-0.497,0.8678,1.48911394,90,-0.0037,97.955,-12.8022488028739
-0.497,0.8678,1.48911394,90,-0.0037,97.97,-12.743492867936
-0.497,0.8678,1.48911394,90,-0.0037,97.985,-12.6783441737546
-0.497,0.8678,1.48911394,90,-0.0037,98,-12.6073961272808
-0.497,0.8678,1.48911394,112.5,-0.0037,92,-13.6466121086591
-0.497,0.8678,1.48911394,112.5,-0.0037,92.015,-13.6365224525904
-0.497,0.8678,1.48911394,112.5,-0.0037,92.03,-13.626512480172
-0.497,0.8678,1.48911394,112.5,-0.0037,92.045,-13.6166334088961
-0.497,0.8678,1.48911394,112.5,-0.0037,92.06,-13.606943750347
-0.497,0.8678,1.48911394,112.5,-0.0037,92.075,-13.5975090922399
-0.497,0.8678,1.48911394,112.5,-0.0037,92.09,-13.5884017639094
-0.497,0.8678,1.48911394,112.5,-0.0037,92.105,-13.5797003960331
-0.497,0.8678,1.48911394,112.5,-0.0037,92.12,-13.5714893893574
-0.497,0.8678,1.48911394,112.5,-0.0037,92.135,-13.5638583103805
-0.497,0.8678,1.48911394,112.5,-0.0037,92.15,-13.5569012341554
-0.497,0.8678,1.48911394,112.5,-0.0037,92.165,-13.5507160554924
-0.497,0.8678,1.48911394,112.5,-0.0037,92.18,-13.5454037898422
-0.497,0.8678,1.48911394,112.5,-0.0037,92.195,-13.5410678840866
-0.497,0.8678,1.48911394,112.5,-0.0037,92.21,-13.5378135554724
-0.497,0.8678,1.48911394,112.5,-0.0037,92.225,-13.535747174189
-0.497,0.8678,1.48911394,112.5,-0.0037,92.24,-13.5349757018153
-0.497,0.8678,1.48911394,112.5,-0.0037,92.255,-13.5356061942844
-0.497,0.8678,1.48911394,112.5,-0.0037,92.27,-13.5377453743529
-0.497,0.8678,1.48911394,112.5,-0.0037,92.285,-13.5414992750112
-0.497,0.8678,1.48911394,112.5,-0.0037,92.3,-13.546972951997
-0.497,0.8678,1.48911394,112.5,-0.0037,92.315,-13.5542702606996
-0.497,0.8678,1.48911394,112.5,-0.0037,92.33,-13.5634936903299
-0.497,0.8678,1.48911394,112.5,-0.0037,92.345,-13.574744246334
-0.497,0.8678,1.48911394,112.5,-0.0037,92.36,-13.5881213706305
-0.497,0.8678,1.48911394,112.5,-0.0037,92.375,-13.6037228883265
-0.497,0.8678,1.48911394,112.5,-0.0037,92.39,-13.621644969072
-0.497,0.8678,1.48911394,112.5,-0.0037,92.405,-13.6419820910705
-0.497,0.8678,1.48911394,112.5,-0.0037,92.42,-13.6648269959227
-0.497,0.8678,1.48911394,112.5,-0.0037,92.435,-13.6902706228605
-0.497,0.8678,1.48911394,112.5,-0.0037,92.45,-13.7184020114804
-0.497,0.8678,1.48911394,112.5,-0.0037,92.465,-13.7493081627451
-0.497,0.8678,1.48911394,112.5,-0.0037,92.48,-13.7830738487652
-0.497,0.8678,1.48911394,112.5,-0.0037,92.495,-13.8197813626494
-0.497,0.8678,1.48911394,112.5,-0.0037,92.51,-13.8595102005221
-0.497,0.8678,1.48911394,112.5,-0.0037,92.525,-13.9023366686355
-0.497,0.8678,1.48911394,112.5,-0.0037,92.54,-13.9483334093489
-0.497,0.8678,1.48911394,112.5,-0.0037,92.555,-13.9975688406358
-0.497,0.8678,1.48911394,112.5,-0.0037,92.57,-14.0501065047115
-0.497,0.8678,1.48911394,112.5,-0.0037,92.585,-14.1060043223876
-0.497,0.8678,1.48911394,112.5,-0.0037,92.6,-14.1653137508819
-0.497,0.8678,1.48911394,112.5,-0.0037,92.615,-14.2280788440717
-0.497,0.8678,1.48911394,112.5,-0.0037,92.63,-14.2943352156165
-0.497,0.8678,1.48911394,112.5,-0.0037,92.645,-14.3641089070335
-0.497,0.8678,1.48911394,112.5,-0.0037,92.66,-14.4374151647155
-0.497,0.8678,1.48911394,112.5,-0.0037,92.675,-14.5142571320841
-0.497,0.8678,1.48911394,112.5,-0.0037,92.69,-14.5946244656058
-0.497,0.8678,1.48911394,112.5,-0.0037,92.705,-14.6784918862938
-0.497,0.8678,1.48911394,112.5,-0.0037,92.72,-14.7658176816113
-0.497,0.8678,1.48911394,112.5,-0.0037,92.735,-14.8565421763881
-0.497,0.8678,1.48911394,112.5,-0.0037,92.75,-14.9505861954879
-0.497,0.8678,1.48911394,112.5,-0.0037,92.765,-15.0478495454775
-0.497,0.8678,1.48911394,112.5,-0.0037,92.78,-15.1482095474515
-0.497,0.8678,1.48911394,112.5,-0.0037,92.795,-15.2515196583465
-0.497,0.8678,1.48911394,112.5,-0.0037,92.81,-15.3576082234661
-0.497,0.8678,1.48911394,112.5,-0.0037,92.825,-15.4662774083342
-0.497,0.8678,1.48911394,112.5,-0.0037,92.84,-15.5773023631942
-0.497,0.8678,1.48911394,112.5,-0.0037,92.855,-15.6904306781684
-0.497,0.8678,1.48911394,112.5,-0.0037,92.87,-15.8053821908994
-0.497,0.8678,1.48911394,112.5,-0.0037,92.885,-15.9218492109589
-0.497,0.8678,1.48911394,112.5,-0.0037,92.9,-16.0394972258742
-0.497,0.8678,1.48911394,112.5,-0.0037,92.915,-16.1579661516935
-0.497,0.8678,1.48911394,112.5,-0.0037,92.93,-16.2768721859367
-0.497,0.8678,1.48911394,112.5,-0.0037,92.945,-16.3958103119463
-0.497,0.8678,1.48911394,112.5,-0.0037,92.96,-16.5143574905062
-0.497,0.8678,1.48911394,112.5,-0.0037,92.975,-16.6320765567774
-0.497,0.8678,1.48911394,112.5,-0.0037,92.99,-16.7485208179779
-0.497,0.8678,1.48911394,112.5,-0.0037,93.005,-16.8632393200931
-0.497,0.8678,1.48911394,112.5,-0.0037,93.02,-16.9757827209445
-0.497,0.8678,1.48911394,112.5,-0.0037,93.035,-17.0857096734477
-0.497,0.8678,1.48911394,112.5,-0.0037,93.05,-17.1925935886455
-0.497,0.8678,1.48911394,112.5,-0.0037,93.065,-17.2960296154237
-0.497,0.8678,1.48911394,112.5,-0.0037,93.08,-17.3956416453736
-0.497,0.8678,1.48911394,112.5,-0.0037,93.095,-17.4910891298722
-0.497,0.8678,1.48911394,112.5,-0.0037,93.11,-17.5820734847653
-0.497,0.8678,1.48911394,112.5,-0.0037,93.125,-17.6683438582394
-0.497,0.8678,1.48911394,112.5,-0.0037,93.14,-17.7497020508765
-0.497,0.8678,1.48911394,112.5,-0.0037,93.155,-17.8260064037553
-0.497,0.8678,1.48911394,112.5,-0.0037,93.17,-17.8971745097294
-0.497,0.8678,1.48911394,112.5,-0.0037,93.185,-17.9631846523961
-0.497,0.8678,1.48911394,112.5,-0.0037,93.2,-18.0240759333507
-0.497,0.8678,1.48911394,112.5,-0.0037,93.215,-18.0799471069794
-0.497,0.8678,1.48911394,112.5,-0.0037,93.23,-18.1309541988287
-0.497,0.8678,1.48911394,112.5,-0.0037,93.245,-18.1773070343055
-0.497,0.8678,1.48911394,112.5,-0.0037,93.26,-18.2192648455908
-0.497,0.8678,1.48911394,112.5,-0.0037,93.275,-18.25713115371
-0.497,0.8678,1.48911394,112.5,-0.0037,93.29,-18.2912481385069
-0.497,0.8678,1.48911394,112.5,-0.0037,93.305,-18.3219907118601
-0.497,0.8678,1.48911394,112.5,-0.0037,93.32,-18.3497605000789
-0.497,0.8678,1.48911394,112.5,-0.0037,93.335,-18.374979922088
-0.497,0.8678,1.48911394,112.5,-0.0037,93.35,-18.3980865233647
-0.497,0.8678,1.48911394,112.5,-0.0037,93.365,-18.4195276944388
-0.497,0.8678,1.48911394,112.5,-0.0037,93.38,-18.43975586979
-0.497,0.8678,1.48911394,112.5,-0.0037,93.395,-18.4592242705328
-0.497,0.8678,1.48911394,112.5,-0.0037,93.41,-18.4783832242129
-0.497,0.8678,1.48911394,112.5,-0.0037,93.425,-18.4976770686669
-0.497,0.8678,1.48911394,112.5,-0.0037,93.44,-18.5175416249753
-0.497,0.8678,1.48911394,112.5,-0.0037,93.455,-18.5384022073535
-0.497,0.8678,1.48911394,112.5,-0.0037,93.47,-18.5606721252798
-0.497,0.8678,1.48911394,112.5,-0.0037,93.485,-18.5847516248811
-0.497,0.8678,1.48911394,112.5,-0.0037,93.5,-18.6110272120137
-0.497,0.8678,1.48911394,112.5,-0.0037,93.515,-18.6398712979731
-0.497,0.8678,1.48911394,112.5,-0.0037,93.53,-18.6716421096487
-0.497,0.8678,1.48911394,112.5,-0.0037,93.545,-18.7066838086143
-0.497,0.8678,1.48911394,112.5,-0.0037,93.56,-18.745326767518
-0.497,0.8678,1.48911394,112.5,-0.0037,93.575,-18.7878879567533
-0.497,0.8678,1.48911394,112.5,-0.0037,93.59,-18.8346713993541
-0.497,0.8678,1.48911394,112.5,-0.0037,93.605,-18.885968657058
-0.497,0.8678,1.48911394,112.5,-0.0037,93.62,-18.9420593153034
-0.497,0.8678,1.48911394,112.5,-0.0037,93.635,-19.0032114393997
-0.497,0.8678,1.48911394,112.5,-0.0037,93.65,-19.0696819781361
-0.497,0.8678,1.48911394,112.5,-0.0037,93.665,-19.1417170946057
-0.497,0.8678,1.48911394,112.5,-0.0037,93.68,-19.2195524069814
-0.497,0.8678,1.48911394,112.5,-0.0037,93.695,-19.3034131243831
-0.497,0.8678,1.48911394,112.5,-0.0037,93.71,-19.3935140648133
-0.497,0.8678,1.48911394,112.5,-0.0037,93.725,-19.4900595434304
-0.497,0.8678,1.48911394,112.5,-0.0037,93.74,-19.5932431201758
-0.497,0.8678,1.48911394,112.5,-0.0037,93.755,-19.7032471959961
-0.497,0.8678,1.48911394,112.5,-0.0037,93.77,-19.8202424466145
-0.497,0.8678,1.48911394,112.5,-0.0037,93.785,-19.9443870820167
-0.497,0.8678,1.48911394,112.5,-0.0037,93.8,-20.0758259185508
-0.497,0.8678,1.48911394,112.5,-0.0037,93.815,-20.2146892488086
-0.497,0.8678,1.48911394,112.5,-0.0037,93.83,-20.3610914923079
-0.497,0.8678,1.48911394,112.5,-0.0037,93.845,-20.5151296074666
-0.497,0.8678,1.48911394,112.5,-0.0037,93.86,-20.6768812425493
-0.497,0.8678,1.48911394,112.5,-0.0037,93.875,-20.8464026002904
-0.497,0.8678,1.48911394,112.5,-0.0037,93.89,-21.0237259879501
-0.497,0.8678,1.48911394,112.5,-0.0037,93.905,-21.2088570218973
-0.497,0.8678,1.48911394,112.5,-0.0037,93.92,-21.4017714538298
-0.497,0.8678,1.48911394,112.5,-0.0037,93.935,-21.6024115849328
-0.497,0.8678,1.48911394,112.5,-0.0037,93.95,-21.8106822353714
-0.497,0.8678,1.48911394,112.5,-0.0037,93.965,-22.026446240397
-0.497,0.8678,1.48911394,112.5,-0.0037,93.98,-22.2495194522372
-0.497,0.8678,1.48911394,112.5,-0.0037,93.995,-22.4796652403144
-0.497,0.8678,1.48911394,112.5,-0.0037,94.01,-22.7165885030337
-0.497,0.8678,1.48911394,112.5,-0.0037,94.025,-22.9599292345419
-0.497,0.8678,1.48911394,112.5,-0.0037,94.04,-23.2092557319024
-0.497,0.8678,1.48911394,112.5,-0.0037,94.055,-23.4640575845815
-0.497,0.8678,1.48911394,112.5,-0.0037,94.07,-23.7237386612921
-0.497,0.8678,1.48911394,112.5,-0.0037,94.085,-23.987610400741
-0.497,0.8678,1.48911394,112.5,-0.0037,94.1,-24.2548858228012
-0.497,0.8678,1.48911394,112.5,-0.0037,94.115,-24.5246748027512
-0.497,0.8678,1.48911394,112.5,-0.0037,94.13,-24.7959812872358
-0.497,0.8678,1.48911394,112.5,-0.0037,94.145,-25.0677032649042
